star_score,reple
10,"최근 일본 애니메이션에서 성장을 논하는 방식이 정형화되고 있다고 느끼는 일이 많았는데 이 영화는 되게 신선했어요. 힘들었던 일을 완전히 극복한 것도 아니고 (맨 마지막에 흘러나오는 크리스마스 메세지는 정말..) 주인공 히나코가 미나토의 일에 많은 영향을 받긴 했지만 크게 보면 미나토도 하나의 파도고, 히나코는 또 다음 파도가 오면 타이밍 맞춰서 잘 나아가겠구나 싶었어요. 생동감 넘치는 판타지인데도 계속 울면서 봤네요 ㅜㅜ"
9,가볍게 보러갔다가 거의 오열하고 왔어요...ㅠㅠ
9,여름에 무조건 한 번은 생각날 작품과 ost 미나토 히나코 둘 다 행복했으면
10,나도 죽은친구와 만날 수있다면
8,히나코의 우는 모습을 보여주지 않은 이유
10,영화보고 나와서 바로 오므라이스 먹었습니다...특별한 날에는 오므라이스니깐요...
10,달달한 로맨스와 뛰어난 영상미..하지만 노래 나올때마다 손발이 오글거리는건 어쩔수 없나 봅니다
10,역시 일본애니는 다 재밌어요
10,잔잔한스토리에 화려한 영상미에 좋은 음악까지 너무 좋았어요
팡파레
10,정말신선한 오컬트인듯. 배우들 개개인의 연기도좋고. 특히 청부살인업자는 진짜 컨셉도신선하고연기도 신선함.
10,중간부터 나오는 비니쓴 백선생?! 역할하신분이 가장 강하게 남음..궁금해서 검색해봤는데 챔피언에서 길을 잃었던 건달이었다닠ㅋㅋㅋ
10,"몰입감 최고 연출 최고,, 이런 장르 영화 너무 좋다"
10,"어둡고, 처절한 분위기속에서 누군가에게는 즐거운 축제마냥 계속해서 울리는 팡파레. 배우들의 개성있는 캐릭터와 연기가 좋았습니다."
9,돈없는 타란티노  배우들이 거의다 현직 감독들이야 ㅋㅋㅋ
10,무서운 장면에서 유쾌한 음악이 나오는게 신선하고 좋았고요 보면서 대학로 연극을 보고있는 듯한 느낌도 들었어요. 재미있었어요~!
9,임화영의 존재가 팡파레. 살다살다 이렇게 신선한 영화를 보는 날이 올 줄은... 또 볼 수 있는 기회를 주면 또 볼 의사는 당연히 오케이. 올해 베스트.
8,"한국에서 보기 힘든 힘뺀 장르물, 요즘 같이 푹푹 찌는 여름 가볍게 즐기기에 좋았음."
9,"늘 예산 대비 고퀄 영화 선보여주는 감독...  고작 4500만원에 이런 영화를 만들었다는거 자체로도 놀라는데..음악,조명,미술,연기(욕은 좀 줄었으면 좋았을듯) 다 좋음. 이것들을 조화롭게 잘 섞은 건 단연 연출가의 역량이다. 상업영화 제작사, 투자자들은 뻘짓말고 이런 감독한테 투자해라!!!!7번방의선물 이딴거 말고"
10,음악과 영상이 잘 어울어진 기억에 남을 영화!
매치 포인트
9,일단 배드신이 이따구인거에 대해 실망을 좀 했다..영화 자체는 처음부터 끝까지 긴장의 연속이다.웃긴게 크리스가 쓰레기인게 당연한데 영화를 보는 은연중에 갑자기 크리스가 혹시 걸리지 않을까 노심초사하게 된다는 거다..
9,스칼렛 요한슨 존나이쁨
8,"초반에 크리스가 읽던 '죄와벌'이 영화를 관통하는 키워드였군, 우디알렌식 비틀기는 언제봐도 즐겁다. 적재적소에 흘러나오는 오페라도 역시나 좋았다, 그리고 스칼렛 요한슨의 미모는 눈부셨다,"
8,남자주인공이 정말 소름끼치게 쓰레기다
6,불쌍한 노라.  욕망의 대상일뿐.  누구에게도 사랑받지 못했어
8,"인과응보를 여지없이 무너뜨리고, 운의 중요함을 보여준 영화"
8,스칼렛 요한슨의 미모는 이대가 절정이었나보다. 너무 아름다워서 나 여잔데도 첫등장때 조나단이랑 같은 표정이었음.  크리스를 관찰하는 듯한 영화의 시선이 관객으로 하여금 긴장을 놓을 수 없게 한다.
8,억수로 운 좋은 천하의 OO놈. 요한슨(+1)
8,긴여운은 아니지만 재밌는 영화!! 반지가 물속에 빠졌다면 어떻게 됐을까나
10,정말 딱 매치포인트. 수작인것이 틀림없고 대단함
원 데이
10,세월을 거슬러 올라간 마지막 장면이 가슴 시리게하네요
10,"엠마는 덱스터를 사람답게 해주고, 덱스터는 엠마를 행복하게 했다."
9,"순수한 한 여자가 한 남자를 사람만들고 남자가 사람되면 여자는 떠나가는.진부하지만, 추억으로 덮기엔 후회가 큰.. 그래서 슬픈 사랑이야기. 연기와 영상미가 좋아서 몰입도가 높다."
10,진짜 해피 엔딩만 남았다고 생각하는데 한방 먹임
8,개인적인 입장에서 봤을 때 엠마의 일반 통행인 사랑이 아니었다는게 내 입장. 덱스터는 언제나 엠마를 사랑한다고 느껴졌던 영화
10,진짜 덱스터가 방황했던 시간들을 보면서도 왠지 덱스의 진짜 마음은 엠마에게 가 있는것 같다고 느꼈는데  마지막 시간을 거슬렀던 장면을 보면서 진짜 처음부터 서로 좋아하고 있었구나... 새드로 안끝났으면 더 좋았을듯..ㅠㅠ
10,남자는 기댈 여자를 찾나보다. 그런데 멀리 있지 않다고... 지금 당신 옆에 있는 그녀에게 사랑하고 기대세요
10,나에겐 가장 의미있는 영화 평가하고 자시고 할것없이 완벽하다
9,영화를 단순히 영화로 보기에 아름답고 짠하다처음부터 좋은친구 보단 연인이었다.
9,20년간 고생하는 엠마(자매품 : 500일간 고생하는 톰)
트랜짓
9,"2차 세계대전이라는 시대적 배경과 현대적인 공간적 배경의 부조화. 남자주인공의 심리를 차분히 따라가게 됩니다. 주인공들의 대사, 영화 내용을 자꾸 곱씹어보게 되더라구요. 오랜만에 만나는 매우 독창적인 영화라고 생각합니다."
8,선생님 여기가 지옥이에요.
7,이거 보고싶은데 하는 영화관이 없는데 어케봄?.. 반도 보기시른데ㅡㅡ
8,실낱같은 희망에서 잠식하는 절망으로
8,"문학에서 영화로, 영화에서 삶으로의 트랜짓!"
10,시대가 어디쯤인지 알쏭달쏭했지만 인간의 다양한 감정을 다루는 영화였네요 또한 시대를 초월한 난민문제에대한 문제의식을 제시한 영화였습니다
8,"재밌는데 사람들이 안 볼 듯함.떠나지도  못하고, 떠날려고도 않는 사람들.불안을 안고 지금을 살아가는게 고작인 사람들.무엇을 선택하지 않는 것이 최고의 선택인 사람들."
7,영화 상영 10분 후 입장해서 봤는데 덕분에 더 혼동스러웠음. 좋았습니다.
10,인간의 사랑과 아이덴티티를 녹여낸 시간에 관한 기록
8,작품 자 봄
어게인
8,색다른 장르의 영화를 접했다.뮤지컬 영화..OST의 목소리도 너무나 매력적이다.생각보다 많은 매력이 있는 영화인거같다.
10,생소할수는 있지만 뒤로 기억이 많이 남는 영화였어요.
10,기대 안 하고 봤는데 의외로 좋았음
10,현재와 과거 그리고 현실과 환상을 잘 버무린 작품이었습니다.전편에 깔린 주인공의 좌절 불안 내적 갈등 그리고 마지막 희망 까지 감정이 잘 표현되어 극적 긴장감이 이어졌다고 생각합니다.
10,독특한 뮤지컬영화의 태동! 심지어 감동스럽기까지 하다!
10,"뮤지컬 영화라 갑자기 튀어나오는 노래에 당황했지만, 보다보니 익숙해지고 노래도 좋고, 특히 주연은 물론 앙상블 배우의 춤과 연기력까지 더해지는 흥미있는 영상이었습니다. 주연 배우가 노래할때면, 어떤 이유에서인지 나도 모르게 툭툭 눈물이 흘러서 깜짝 놀랬습니다 ㅋㅋ 저예산 영화라는데 엄청난 시도를 하신 듯 하여 칭찬드립니다. 잘 봤습니다~^^"
10,"오랫만에 마음이 따뜻한  영화를 봤습니다  힘든시간을 이겨내는  주인공의 모습이  굉장히 마음에 남네요 ,  앙상블의 반전 매력 넘 좋았어요~~,"
10,연극적 요소와 뮤지컬울 병행한 ...주도적인 삶울 살어가는 여성의 새로운 사작! On the road. .
9,약간의 기대를 가지고 보러갔는데혼자 있어서 티비 보는 마냥 껄껄 웃고 엉엉 울다 낄낄 웃고 감동받아 나왔어요 한국 뮤지컬 영화는 처음 봤는데 정말 만족했어요 정말 감사합니다
8,"음악 영화다 보니 음악에 집중하게되었는데요. 먼저 인트로에 나온 노래가 너무 좋았습니다. 그런데, 배우분들 노래는 너무 좋은데 다만 반주가 별로였고 뜬금없는 안무도요. 식당 씬에서 굳이 안무하시는 분들이 나오셔서 조금 오글(?)거린다 할까요ㅎ 그리고 잔잔히 반주가 들어왔음 좋겠는데 &#39;나 이제 노래한다&#39;라는 느낌이 들어서 흐름이 좀 끊기는 느낌이었구요. 스토리랑 배우분들, 특히 어머니 역할하신분이랑 작가 역할하신분 연기랑 목소리가 너무좋았어요! 그리고 제일 아쉬웠던 부분은.... 마지막 기생이었다면 시대 생각해서 국악풍의 잔잔한 음악도 좋았을거 같은데.... 기생역할 배우분 노래 목소리도 너무 밝아서 감동이 좀 반감되었어요 ㅠㅠ 그래도 좀처럼 볼수없는 장르라 괜찮게 봤습니다~  더 좋은 작품으로 다시 감독님, 배우분들 뵀으면 하네요"
나의 노래는 멀리멀리
10,"느린 기타리스트 지희양이 변하는 모습을 보면서 따뜻하고, 한편으로 반성도 하게 됐던 힐링 영화였습니다. 엄마의 뒷모습, 좋았어요!"
10,기준이라는 틀에서 약간 벗어나면 장애라는 이름을 붙이는 현실에 대하여 한번쯤 생각해보았습니다. 영화 보는 동안 울컥울컥했어요. 너무너무 감독적이였습니다. 많은 사람들에게 사랑 받는 영화가 되길 바래요 ~~
10,진짜 넘넘 감동입니다^^♡♡♡♡
10,보고 나서 한참 동안 여운이 느껴졌던 영화입니다.. 많은 사람들이 볼 수 있도록 상영관이 많아지길 하는 바람입니다..ㅠㅠ!
10,다큐멘터리만의 현장감이 느껴집니다. 감동적이네요.
10,장애인이 아니라 한 음악인의 이야기입니다. 그러나 그럼에도 블구하고 장애인의 노력과 희망이 돋보였습니다♥
10,기타리스트 김지희님의 성장스토리와 청아한 기타소리와 가슴 뭉클한 가족애를 볼 수 있는 영화. 강추~~입니다.
10,느리지만 천천히 내 마음에 스며들어 심금을 울리는 영화ㅠㅠ
10,여운이 이 글을 쓰는 아직까지도 남아 있네요. 오랜만에 만난 힐링영화!
10,"잔잔한 힐링영화. 가족영화이기도, 성장영화이기도, 장애영화이기도 하다.. 연출과 영상미가 뛰어납니다. 티켓값이 아깝지 않아요. 강추!!!!"
작은 빛
10,한국영화가 산업화되어 잃어버린 무언가를 이 영화는 복원하였다. 놓칠 수 없는 독립영화의 발견!
10,가족들은 어떻게 살아 왔을지 생각해볼수 있게 해주네요
8,"평론가 평점이 ‘이상하게’ 높은게 이상해서 별 기대없이 관람했는데.. 꽤 흥미롭게 봤습니다! 건조하리만큼 담담한 연출과는 달리 세심,세밀한 시선과 고집스런 똑심이 무척 인상적입니다. 앞으로가 더 기대되는 감독이네요^^"
10,먹구름 사이에 들어온 작은 빛
8,"봉준호 감독님이 언급한 마틴스콜세지 감독님의 말 &#39;가장 개인적인 것이 가장 창의적이다&#39; 이 말에 가장 부합하는 영화,이런(스타일,이야기,연기,촬영,시도해서 찍고 완성해서 개봉하는 그 순간까지 모두)류의 영화가 진정 한국영화의 긍정적인 미래다,앞으로 10년, 20년... 미래가 궁금하고 기대되는 감독, 배우분들,그 기대감을 충족하기 위해선 많은 지원과 관심이 있어야 하는 건 당연!당장 우리 관객부터 일부러 찾아가서 보고 알리고, 좋으면 좋다 싫으면 싫다 반응 보이고 또 기대하고, 해야지 하는 의지를 새삼 다시 일깨우는!!"
8,좋은 영화 잘봤습니다 감내하기 힘든 아픔도 가족이 있기에 극복할수 있다는것 기억하기 위해 찍은것이 기억을 소생하는것이 삶을 소생하는 것이 되는 과정을 보여주는것 같습니다 ~!
10,큰빛
10,영화를 보고나서 집에 돌아가는 어두운 골목길에서 가족에 대해 생각했습니다.
10,어릴때 가족들 생각이.. 너무 잘봤습니다.
10,기대 안하고 봤다가 눈물 흘리며 나왔습니다.20대감독님의 연출력이 보통이 아니네요. 앞으로가 기대되는 분입니다.배우들도 어쩜 저리 딱 맞게 캐스팅했는지 최고에요.
1942: 언노운 배틀
9,"헐리우드 관점이 아닌, 러시아의 시각에서 본 2차 세계대전 영화라 흥미롭다. 선전영화 느낌도 없고, 전쟁 속의 러시아 민중의 고뇌와, 정치감찰을 쉴세없이 받아야 하는 어려움이 새롭게 다가온다. 독소전쟁의 참상을 적나라하게 느낄수 있다."
10,OOO기 강철비2때문에 망한영화;;;하...강철비보다 100만배낫다....이런영화가 롯데타워에서도 하루1회상영하더라 ㅋㅋ개같은 스크린쿼터제....
9,몰입도가 상당함. 길게 늘어뜨려서 쓰고 일점 남기신 분은 본인이 집중을 못 하신듯. 최근 나온 작품 중 가장 훌륭함. 전쟁 영화 좋아하면 보면 후회 절대 안함
5,88hh 야 너는 평론가 한줄평 배끼고 당당하냐 ㅋㅋㅋ
10,꼭 한번 봐야하는 영화
10,간만에 영화같은 영화본기분 전쟁영화특유의 박진가과 액션씬 전부 좋았다. 한국영화처럼 신파가득한 느낌이랑 완전달라서좋았음
8,뭐 어쩔수 없는 결과이긴 하지만 끝마무리가 좀 아쉽긴함 그러나 충분히 재밌게 볼 작품임
8,전쟁 앞에서 대부분의 것들이 무의미해지네요. 러시아어와 독일어를 같이 들을 수 있어서 좋았어요.
9,"전쟁터에서 깨닫게 되는 공산주의의 모순, 그리고 감시사회의 무서움, 그럼에도 조국을 사랑하여 참전한 진정한 러시아남자들을 존경합니다."
7,전쟁 액션 리얼해서 좋았고 재밌게 보았다
환상의 마로나
10,반려견이 주는 무한하고 무조건적인 사랑을 너무나 환상적이고 아름답게 표현했다. 오랜 시간 반려견과 함께 살아서인지 마로나의 순수한 사랑에 북받쳐 올라 내내 눈물을 훔쳤다. 반려견이 내게 주는 사랑의 백만분의 일만큼도 사랑을 주고 있지 못하는 것 같아 미안하면서도 언제나 반겨주고 사랑해주는 반려견에게 너무나 고마워 집에 오자마자 꼬옥 안아주었다. 개의 시선에서 바라보는 듯한 세상을 독창적이고 기발하게 그려낸 영상미도 압도적이었다. 또 오열하더라도 또 보고 싶어지는 영화.
